node_count,leaf_count,types_count,process_length,flow_likelihood,flow_duration,bdmm_likelihood,bdmm_duration,use_intervals,min_num_intervals,integrator,initialMatrixType,rel_tolerance
115,58,5,3.7834380369205145,-254.55627086137426,41246417,-254.556269998215,17117042,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
3,2,4,0.4082272175801227,0.27800041704329814,769750,0.2780004163768163,217166,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
65,33,2,5.147617835127443,-143.6695320970943,1994583,-143.66953212154388,2385125,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
3,2,3,3.0880630933758666,-6.043537518149462,1978958,-6.043537574638778,321000,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
41,21,5,4.378082690090847,-93.70062799006482,4783875,-93.7006279771038,2150459,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
7,4,2,4.425217788528167,-13.574687240943693,2899083,-13.574687236230215,503833,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
3,2,8,0.6510226915099987,-5.999024164297584,2589709,-5.999024163265558,394459,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
263,132,6,5.17039521878445,-901.0320220063509,6835709,-901.0320201481582,15478709,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
43,22,7,3.1734278912481173,-104.02368995772576,2022458,-104.02368966100207,4895083,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
3,2,5,0.18161416861777302,-0.026476770546612682,473958,-0.02647677054807529,154000,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
31,16,3,3.360216364320893,-59.63656851170568,612583,-59.63656835835188,724167,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
75,38,5,4.265219082230452,-181.42562097358217,1254959,-181.42562017435867,2314292,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
1545,773,6,4.645491860967738,-5931.657137958795,8802417,-5931.657034777212,99911875,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
3,2,2,0.5612861134649283,-2.7691725557582996,615583,-2.7691725557999347,410917,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
29,15,8,5.102054271339579,-69.87475265709779,2343916,-69.87475259805338,3321500,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
3,2,5,0.6423852893717805,-1.776176546353682,2587041,-1.7761765469588333,325500,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
3,2,5,0.48982622276256144,-3.3571946542203235,377667,-3.357194654190559,308375,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
3,2,2,0.42231058736788174,0.27486725841549964,202291,0.27486725751025975,217458,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
7,4,8,3.32736758911538,-15.051842782135429,1930875,-15.051842779166158,1609291,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
19,10,9,4.589857847686847,-42.30033896757007,3801375,-42.30033890625076,2934250,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
3,2,4,0.31955728071404826,0.16840794413740334,352042,0.1684079441315507,308375,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
9,5,2,3.319695697849532,-11.02136399233443,783292,-11.021363930543451,497417,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
3,2,3,4.722239168099172,-10.41723018537008,399291,-10.417229105650815,423958,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
9,5,2,3.17240692028689,-14.0763053845658,323250,-14.076305430073338,495709,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
845,423,9,5.382922322946572,-3170.3943175574414,6778542,-3170.3943146384954,59208292,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
3,2,9,0.582087111624322,-2.621335800868264,707959,-2.6213358015966555,270875,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
15,8,3,1.112184316833697,-18.744436285550044,223583,-18.744436294804117,163917,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
7,4,10,1.4655206564419185,-12.781574823964668,1176334,-12.781574815558901,721750,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
51,26,8,3.274561133075826,-115.23423918789439,1424333,-115.23423912987019,2853709,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
3,2,6,3.2605109985761302,-6.5256262413379655,896750,-6.525626213002388,200000,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
3,2,5,3.571543665022751,-7.992081302773201,423750,-7.992081200644773,142500,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
31,16,6,3.63263266074913,-79.08951016670308,776166,-79.08950988694997,1011833,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
5,3,6,2.030697450989875,-11.952937121826203,502583,-11.952937097058694,210791,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
15,8,5,3.490642769631689,-34.71812067743256,543667,-34.7181205757631,413625,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
9,5,7,5.399687536250217,-22.923992098681474,1247500,-22.92399200131769,792625,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
11,6,3,4.328786988657285,-21.203207469118478,287375,-21.20320750041871,177417,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
3,2,8,0.6929022465270681,-4.530133558490972,536750,-4.530133560269279,208542,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
71,36,9,4.025457889717037,-206.74046282036028,2314666,-206.7404627905969,5607000,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
71,36,3,2.5137663511590507,-128.1258678439745,375292,-128.12586614164456,766125,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
5,3,2,0.8495841380853772,-2.5262675238284666,110709,-2.5262675375395633,69334,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
37,19,10,2.925805366012624,-85.607609212054,2012000,-85.60760889713191,3607333,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
3,2,9,2.8969921748925076,-7.792256579096577,1423833,-7.792256583370401,376958,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
5,3,2,1.3368467327929485,-4.5201444347605,112375,-4.520144472907431,64916,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
15,8,10,3.365383505557779,-41.48548137083156,2054334,-41.48548134688191,2058875,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
3,2,10,0.16562868396640246,-0.1306380679844097,976916,-0.13063806798516353,287125,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
23,12,9,4.422471954923191,-50.59264127524686,2001000,-50.59264185678074,1816833,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
5,3,5,1.9079566008875029,-8.071776347208784,390333,-8.071776328937453,188875,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
11,6,5,3.9667065976008145,-29.10124330478131,543541,-29.10124326530384,377250,false,4,DormandPrince54Integrator,true,4.4668359215096346E-8
