node_count,leaf_count,types_count,process_length,flow_likelihood,flow_duration,bdmm_likelihood,bdmm_duration
685,343,6,5.041277503890292,-2212.27678181788,5160250,-2212.2767475446517,17492875
3,2,6,2.4528559550819553,-6.047204862553422,2429834,-6.047204952476041,180333
163,82,5,4.8564513519744965,-439.0495545222233,2208041,-439.04953779942605,3661500
13,7,10,3.890356272932166,-28.965590288972063,8239250,-28.96559165719999,1280625
7,4,9,4.475822010784021,-18.957927027689855,6425708,-18.957928548968226,919708
3,2,2,1.1655893055152635,-3.300978232183731,2123084,-3.3009782827935896,69417
3,2,6,0.7192725882954802,-4.424435469330941,1653833,-4.4244354711296126,153416
3,2,4,0.76705389024341,-1.3971152733382648,698041,-1.397115280006984,85500
3,2,10,0.9115651763699724,-4.487607355156186,4489333,-4.48760736485751,397708
3,2,6,0.5927976106001527,-2.427961869863248,1374667,-2.4279618702700234,123208
47,24,2,4.155817009765175,-89.27508667671093,521708,-89.27508203844297,524917
181,91,5,4.540264542874108,-515.7584520850451,2373750,-515.7584465113802,3875041
3,2,5,4.318928773834215,-8.549248644792007,1467417,-8.549249585393685,131708
3,2,10,2.5041366077358234,-9.99479800374524,6571083,-9.99479817829588,477584
3,2,2,0.8375393573786112,-2.2579437817252157,285542,-2.257943780132201,56583
7,4,8,1.9710997244716584,-12.572243453168596,3338875,-12.572243471259673,480375
61,31,9,5.146153459459707,-165.98611675804295,6804708,-165.98718944400065,4398625
63,32,6,4.041246088234654,-166.8319326241635,2790958,-166.83193238736945,1955792
399,200,5,5.002329760307547,-1216.6582123427017,2694959,-1216.6581964783568,8118000
93,47,7,3.9856521728060677,-252.4881345474568,3860708,-252.4881349837503,3699583
11,6,9,2.6306919957664543,-18.66581441605667,5081708,-18.665815069862635,1004917
3,2,8,1.2387603265788076,-4.9129915114424065,2832125,-4.912991565819532,241542
3,2,5,0.5556152427365024,-3.3769527374217847,874375,-3.376952737583111,122958
61,31,8,3.016797127115354,-142.09761017045273,4216042,-142.09760930158205,3099000
5,3,2,2.0823756377740725,-2.963262828549847,378583,-2.963263087779065,74834
23,12,2,2.694313729476887,-47.079150684127455,423334,-47.079152137529825,198292
21,11,7,2.6322610925449665,-47.38716675770347,3099375,-47.38716692262054,930209
5,3,9,0.7597172769870776,-10.124999168314272,5479958,-10.124999169724152,358916
3,2,10,0.19164961542975106,-2.5133481641757087,3470666,-2.513348164159301,270250
31,16,2,3.366906302966917,-54.563346258753086,460375,-54.56334577578696,297209
15,8,2,2.4169649904131787,-19.088753704330557,341708,-19.08875376857103,136917
3,2,2,0.835211201428939,-1.1816260703036714,295333,-1.1816260922648203,44042
3,2,4,1.1723427755262283,-2.120336315195743,745709,-2.120336424451315,87292
65,33,7,4.05280755632526,-142.41332030873826,4172291,-142.41344710311535,2661041
7,4,8,0.920255198177045,-9.161298375405666,2574667,-9.161298379265688,337417
5,3,4,1.9811017566503404,-5.780239922993777,829458,-5.780239938344384,101458
3,2,9,0.9132852443175801,-4.350089391515143,3412416,-4.3500893964004295,302333
61,31,3,3.62161668451703,-118.42729560895779,762958,-118.42729096987235,785083
3,2,10,4.156826026148961,-9.622236115819792,7888542,-9.622243911241588,625916
5,3,6,0.957303820782275,-4.058238930827055,1464917,-4.0582389338051,170750
2451,1226,4,5.389769219877252,-9271.599071008988,5508042,-9271.598670976162,32970708
7,4,5,2.4480622670022276,-13.040699379093496,1406042,-13.04069931133802,236375
27,14,4,4.155868822725385,-59.998207654513465,1231834,-59.9982083723726,628625
29,15,5,3.410593592575709,-67.3016658425466,1722667,-67.30166494583612,795167
9,5,3,1.816471654841406,-9.822714243497842,753458,-9.822714567568426,158791
37,19,2,3.8935554303594944,-66.30376682080355,650333,-66.30377192262462,341958
15,8,4,2.8052396008081346,-28.576685040165152,1066750,-28.576684882559174,279500
5,3,9,1.4036174467000353,-8.390933910711704,4852125,-8.39093395330827,389166
5,3,6,0.6542525446898749,-6.5372448444334,2305833,-6.537244851156478,160000
53,27,4,2.5735650770584133,-106.1421477620652,1314083,-106.14214448445097,1031292
37,19,9,4.10483542141305,-96.2869426492753,13391208,-96.28693438287675,3421708
3,2,9,1.3422410294941396,-7.84787597606211,6072167,-7.847876023248348,352083
21,11,2,4.579165377644501,-34.7745386326407,873417,-34.77453923643877,553958
23,12,7,2.436599337226768,-41.62408538209772,4464292,-41.62408446986386,1199375
61,31,2,3.7934910451846378,-111.3406553434128,766583,-111.34064039208721,725459
37,19,4,2.7744884837569046,-62.995622213306945,1299625,-62.995621761642354,611709
3,2,6,1.4785145823856938,-4.150547785564015,2319416,-4.1505478153184505,192292
3,2,10,0.6416182511060264,-4.473309274467961,5360375,-4.473309274052203,365583
7,4,8,4.42281400196898,-17.542663026067917,5323709,-17.54075862612905,644042
3,2,9,0.5803256138568946,-1.2292491758865944,3975208,-1.229249175147217,280208
7,4,10,0.7812148630929712,-7.6226878484194485,4560333,-7.622687879699408,605750
3,2,9,2.129573329501909,-7.582255844100354,4350667,-7.58225588402912,356625
3,2,3,2.610643640176632,-5.679083620346342,712000,-5.679084188895443,77875
3,2,9,1.085129786562576,-6.646816619897704,3806375,-6.646816854828209,295834
3,2,9,1.04254352011211,-4.5563366174200475,3789583,-4.556336634777143,377458
3,2,8,1.0378566461919345,-4.464705325676853,2848417,-4.464705341254714,221209
23,12,10,2.5682012076336926,-45.624927691160764,6798000,-45.62492714658448,2095500
3,2,2,2.709154261900217,-4.630677984624725,440833,-4.630677977432679,64750
3,2,7,1.4768137501949201,-4.875302725897887,2240458,-4.875302731023874,173667
5,3,9,2.345765670971105,-10.422898679024438,4528125,-10.422898683776381,419417
17,9,8,2.6020708141566002,-36.15031899685231,3597750,-36.15031835390747,926375
7,4,2,2.3826850645900683,-9.743008416732469,426708,-9.743008520098481,80708
3,2,3,1.162565431935242,-2.1633226930305955,592000,-2.1633228322019633,60208
15,8,3,1.5766515900147617,-22.70456735620352,545417,-22.704567659204578,142208
5,3,8,2.526633750917438,-13.036971964825208,3623541,-13.03697195577656,378625
15,8,6,2.7969036063760844,-32.498302227087024,2331208,-32.498302431066236,562708
9,5,6,0.9383237539757465,-10.194782223369936,1454625,-10.194782213655024,234833
75,38,6,3.5514744273725656,-181.2417660167012,5880042,-181.24176931525776,2242875
103,52,8,4.478653546079732,-273.56544475669796,5862125,-273.5654269357767,5245625
9,5,9,1.977740297539949,-17.529150346246304,4983625,-17.529150310093108,740791
3,2,9,0.18543463609040295,-1.7803470718944894,2859500,-1.7803470718943446,186125
3,2,10,1.7353362727799615,-4.814535089246368,5998000,-4.8145351522124535,454708
13,7,6,2.4587748115943704,-23.77003897564224,1836708,-23.7700388687448,416458
17,9,9,1.309303332868008,-23.210590874431535,3644125,-23.210590489793915,873500
9,5,2,5.234499659446654,-15.644219163094768,407500,-15.64421901955048,90750
77,39,6,3.378784514795738,-187.43684493180194,2481917,-187.4368403524016,2153667
73,37,4,5.051951773307381,-179.73171562448783,1269166,-179.7317159283908,1017417
43,22,10,3.690673621175172,-128.53557673878788,7629750,-128.53553732042167,4048542
11,6,3,5.152697015923756,-21.105217712569882,776917,-21.105218839233732,160083
5,3,2,5.210811040412963,-10.6998621289285,443125,-10.699862662856571,79042
29,15,2,5.068845784911058,-48.52454962079668,486709,-48.5245495350933,215625
35,18,9,2.659370311108041,-83.45299906943613,4300458,-83.45299896257767,2409041
279,140,8,4.161292381091421,-872.9006643613759,5448250,-872.9006682811169,13045375
3,2,10,2.0508795397319366,-9.766338841181394,5696334,-9.766338978036543,417083
5,3,6,4.55296508792973,-9.679782306521243,2940334,-9.679783314495914,249375
5,3,6,5.376422364844801,-14.541210006164274,2873500,-14.541214079761565,268709
69,35,5,5.458214378244663,-172.35263461183678,1815583,-172.35264065454083,1486333
7,4,2,2.4615755560918062,-7.240971374210348,362250,-7.2409713855011235,79459
23,12,9,4.546713146453294,-61.04885269097943,10200917,-63.79753859984805,2034375
31,16,4,3.0754878287611964,-44.55141235253263,1142958,-44.55141221372878,410166
13,7,5,3.4213662089922336,-26.433018583269007,1483333,-26.43301842512511,300083
3,2,10,1.9778495582667073,-6.87996689806223,5264292,-6.879966867449976,460958
3,2,9,1.237470798932119,-4.892517315385849,3233667,-4.892517305574332,276750
3,2,5,2.104947545919071,-6.118239018149598,1059250,-6.118239036188038,142584
13,7,3,2.9748422065594182,-21.170631892700943,622959,-21.17063207123257,135083
209,105,4,4.408598772395912,-566.9470049021413,1601625,-566.9469992598086,2826000
3,2,4,2.7722801766000913,-7.590165670905183,972083,-7.59016624307686,97625
9,5,8,2.551217306858687,-17.84294432486882,3628625,-17.84294435965877,552375
71,36,10,3.5277504321418878,-182.19690996660717,7195750,-182.1969103910922,5654375
5,3,2,2.1702560738864816,-7.538989688077183,348292,-7.538989686410557,95625
13,7,2,5.202329061087576,-22.277272409536867,538416,-22.277275669973285,123166
7,4,10,2.9429264332834335,-15.708471539601703,6728917,-15.708473402918969,915458
23,12,5,2.5271943352407913,-45.15873561884281,1355125,-45.1587351387452,469750
53,27,8,4.278695632656834,-146.32341427473125,4431084,-146.32328601260846,2814292
49,25,7,2.898857558799278,-110.21442548594516,3174583,-110.21443306629087,1663500
53,27,8,4.566589634924733,-153.90127583451138,5548125,-155.8743248830022,2941333
3,2,3,1.1738215922141262,-1.1738632042073942,466416,-1.1738636635194095,52625
5,3,6,1.3484539171260193,-7.856408854888071,1519292,-7.856408886065261,226750
11,6,5,2.546209278744204,-25.22257928114573,1164208,-25.22257956257575,259959
5,3,8,4.716034998557166,-11.21674871589114,4630500,-11.216751346931062,377084
3,2,7,1.3178447954255752,-4.790866080696924,2306250,-4.790866133235216,184500
45,23,5,4.567000964206598,-85.1906564139043,1729334,-85.19065420418283,889833
5,3,9,0.6331883569390861,-8.725010874563996,2774875,-8.725010874298992,267667
7,4,8,2.2696316234887473,-16.392914775099886,5605500,-16.392915523690622,415250
5,3,2,2.040740971904213,-5.778383737574446,341375,-5.778383839453501,51000
39,20,8,4.687228591162456,-116.04352946305993,4761917,-116.590877245899,2195042
5,3,5,1.9810243630070181,-4.648579703209574,1368083,-4.648579764590507,164916
3,2,8,0.8765130376363386,-2.2593036022670594,2405416,-2.2593036038972425,172875
23,12,4,3.9632784773374503,-45.57932605664859,1093708,-45.57933076390332,351166
5,3,9,1.0601034747682894,-7.557008427314363,3357666,-7.5570084586061945,402333
177,89,3,5.489168695291605,-464.2609125130159,1044084,-464.2608966040188,1653541
3,2,8,1.228022542989316,-2.705976725209372,2759792,-2.7059767413348603,222208
3,2,10,0.5011896686618547,-4.516119581622204,3618791,-4.5161195809339265,316333
39,20,10,4.051631870823752,-92.83766555865034,7428917,-92.83765728664369,3214083
3,2,7,2.292745897402766,-6.08327858965189,2585791,-6.0832787338477665,169167
297,149,5,5.3275087047369185,-1000.447973397925,2088708,-1000.4479737912732,6172166
9,5,5,2.031257214013431,-16.435466836359744,1148250,-16.435467118154573,273458
7,4,8,1.2816003781402712,-7.189030356767472,2559292,-7.189030549998875,340584
27,14,6,5.432305646631607,-72.10732161130738,2806667,-72.13105387653522,903250
15,8,4,3.5097941100451773,-36.90420861821486,879667,-36.904209951295314,264167
3,2,5,2.3470978407491545,-6.046454234328017,1278625,-6.046454298357652,114292
9,5,7,1.9123453221750064,-16.146666572318228,2244750,-16.146666700437002,393959
19,10,9,4.769551503258959,-43.62677522386701,6860292,-43.44659435134437,1387083
9,5,6,3.3144117735054706,-19.934684401879924,2079958,-19.934684079161222,285084
3,2,2,3.058977566860034,-5.748397939908307,332250,-5.7483979422356155,45667
907,454,4,5.078789822453598,-2950.852406493132,2553708,-2950.8523324658454,11671333
23,12,5,2.6944394691562907,-40.50729481217301,1221125,-40.507295308428496,475333
7,4,4,2.0529973788159515,-14.106527142271613,814209,-14.106527040910589,132500
25,13,4,3.681263083505987,-46.56475489816536,920083,-46.56475621996132,337792
17,9,7,4.689319021487585,-43.48996191777097,5857791,-43.489961875673785,832792
13,7,6,5.368654498472308,-33.35916001123934,3302625,-33.35953133890825,508166
207,104,3,5.35454095881565,-573.1669637774067,1088417,-573.1669661565205,2193125
3,2,4,0.8181906862108836,-2.9979289092935733,797500,-2.9979289287069495,74667
11,6,5,3.939047460030532,-25.634630157693252,1927167,-25.634630475884038,416209
3,2,3,1.2728705855036428,-4.091381831462559,563333,-4.091381860012408,55625
5,3,3,2.098838182175869,-4.749820421926441,645333,-4.7498203888994555,85292
53,27,4,3.890002609379376,-119.31355752365748,1345625,-119.31355598048451,859334
5,3,9,1.0028977128426808,-10.192647876037213,4677542,-10.192647869497018,376167
3,2,6,0.9121959865674447,-4.2601028233627805,1990791,-4.26010283776877,129291
15,8,3,2.3505283826307135,-18.612200338783893,809958,-18.612198690697653,230709
117,59,10,2.886971050841825,-331.22373769383694,9512417,-331.2237363549119,10547833
11,6,10,3.8373891191250955,-28.30826619081583,7885875,-28.308252794679476,1109417
67,34,10,2.97760022306309,-169.32613355776206,7297666,-169.32613593447047,5650417
647,324,5,5.263030741020289,-2177.6609849130214,2891250,-2177.6609584416683,13006875
151,76,10,4.0750470598903235,-456.9633629804687,8465791,-456.9637993397428,12588625
405,203,10,4.365153355444585,-1494.5352494050499,10890500,-1494.5400153286137,37989916
3,2,10,2.0570257569915102,-7.144677303776893,6353875,-7.144677458964569,499250
11,6,10,2.8170931987970658,-15.325471611407004,7107583,-15.32547409721342,1053833
19,10,5,2.171811369376537,-33.89690660808115,1230417,-33.89690683016203,387375
121,61,7,5.2460626719022985,-369.35859765049173,4002375,-369.3579905869966,4477542
65,33,3,3.5346910118882326,-126.34760012160618,767208,-126.34759908612901,672542
367,184,2,4.871189735595565,-950.7991525664797,794625,-950.799091662371,2641916
5,3,2,3.0580353776525917,-11.961319444483813,415416,-11.96131945505704,57083
3,2,2,3.904870970378255,-5.296225323542293,419750,-5.296225305772232,52416
3,2,4,1.1714575665427667,-3.6251510049528233,824833,-3.625151008994385,61000
3,2,6,1.5209662549033405,-5.988893597709362,1850500,-5.988893690464522,133292
19,10,7,1.9913349940736693,-35.45062262718022,2993333,-35.450623209715886,777875
117,59,10,5.350563477235978,-380.7144509933257,11599417,-383.0728828839091,11435541
3,2,7,0.62136314530337,-4.116373564998124,2127250,-4.116373567480561,171666
3,2,10,0.8247417068717885,-5.048157492915443,4702583,-5.048157455802173,349625
17,9,5,4.4211152132329286,-34.44807818999075,1817542,-34.448088470000556,465500
3,2,3,2.15438504752381,-5.504670190751934,712792,-5.504670201530571,79583
9,5,4,3.387143448306337,-18.66590619688268,1032917,-18.66590624434365,156291
31,16,7,2.8869279588759333,-63.78612187901233,2931917,-63.78612125690047,1232417
3,2,5,0.9197253252578332,-3.4246636483847808,910250,-3.424663646637691,80084
3,2,4,1.9459424650501087,-6.08505445406394,859375,-6.085054575063298,80667
3,2,10,0.6574830894369091,-4.439836111566073,3873667,-4.4398361040642005,289750
11,6,8,3.612909524492512,-28.19555871677038,4203208,-28.195559573839382,836500
15,8,10,2.3124588343575003,-32.875156088513386,5845042,-32.87515427812708,1314333
3,2,10,0.35663865027787395,-4.081603053101717,3385500,-4.081603052881357,254041
37,19,4,2.3947441215320127,-60.965910369640355,915750,-60.965909899227995,486042
3,2,10,0.056700493083257475,-1.0137363218192177,3175458,-1.0137363218191897,233000
3,2,6,3.392866206128133,-9.166131179994318,1841541,-9.166131182266124,158416
11,6,7,3.470485364325468,-24.53198345060307,3075166,-24.531991145786517,548667
73,37,3,3.330743644674741,-149.41804100690848,696250,-149.41804030882054,747334
3,2,3,0.0514618888029007,-0.20654431328980072,386750,-0.20654431328981893,37667
11,6,7,3.6816342378359304,-23.389811723356544,3312750,-23.389813405104324,499750
383,192,7,5.438642916903528,-1354.9935408255353,4823584,-1354.9935396232697,13458500
3,2,8,1.5778317641928585,-5.443949673305999,2939750,-5.443949717636883,220208
11,6,8,2.994662127215452,-25.343874092395954,3266834,-25.34387459440768,663500
49,25,10,4.357999189931643,-138.69617344495643,10889042,-141.61787729365312,4927500
3,2,4,0.02516749315445166,-1.7302111126600899,618834,-1.7302111126600934,61875
135,68,7,4.59758927121185,-355.6014911997475,4346917,-355.60149224965613,4717125
3,2,2,2.8595229007976175,-5.183386967891131,473250,-5.183386999855879,63792
3,2,3,0.3732262414963817,-1.8722450923909282,433250,-1.8722450924563927,47125
51,26,10,5.306543806193759,-158.42756300406293,9036125,-158.04701722519545,5125708
9,5,8,5.246869124485725,-25.439821815205423,5339125,-25.439307907589335,683958
289,145,6,4.968645240947108,-952.0800834021534,3257625,-952.0800689925079,9008375
1093,547,4,3.6305523105207165,-3406.7612998845516,2617459,-3406.7612263099554,14227667
37,19,9,4.036502045692759,-97.26793267298439,5992167,-97.26776141045748,2506208
3,2,4,1.4770446778168034,-3.9656948027682852,717750,-3.9656948734298867,72416
3,2,6,1.4306554804778397,-6.2754350185996,1487292,-6.275435065097305,118167
69,35,10,5.404457534386951,-185.30344897930902,14102084,-189.642828659738,7300250
3,2,7,0.2756438747533828,-1.8571397577364275,1684792,-1.8571397577548847,131125
341,171,6,5.0260130523065225,-1164.845296012866,3320833,-1164.8452756753738,9622417
21,11,8,1.9407060485099614,-28.86528537424646,3175084,-28.865285507257198,864875
3,2,9,0.007558629619542567,-0.676767181434838,2503042,-0.6767671814348647,185125
83,42,9,3.357387068405989,-234.10063374069284,5713917,-234.1006325395189,5582042
149,75,6,3.9608182013245794,-430.46682489475563,2503667,-430.4668205971318,4024417
5,3,5,3.741437291953275,-11.453929933045629,1299958,-11.45393059925721,178833
3,2,6,0.7334896608370738,-1.9665563652171718,1356917,-1.9665563585513062,108625
23,12,8,3.8816181600346384,-53.2605236802936,4193542,-53.26053235657028,1468458
11,6,10,2.2277280374103383,-18.837948088578603,5857417,-18.837948076746798,1094958
25,13,3,3.1942483957513623,-52.42650609338721,661958,-52.42650670790545,302416
21,11,4,3.169653109339753,-39.08721890673458,1092583,-39.087219363361754,342375
5,3,7,0.9421011887197095,-7.154942927088969,1810458,-7.154942935744062,218750
3,2,2,0.019370755738955525,-0.23697884572074768,299125,-0.2369788457207228,46625
67,34,9,4.459828847454288,-201.4284435672671,6490125,-201.42838860375846,4814917
3,2,6,2.617135107146702,-6.10301047114063,1745125,-6.103010553357521,166708
307,154,7,3.567825389597586,-937.0399323251488,3991709,-937.0399130236224,10714333
3,2,8,1.9512432871982095,-6.012867348454044,3109541,-6.012867497761066,287959
3,2,2,0.6229979688521463,0.03787931715374071,290083,0.03787931408618461,39083
19,10,6,3.281458157453275,-38.46399378440357,2263084,-38.46399191793622,532459
3,2,8,1.1696017976507707,-6.923624810067269,2617125,-6.923624786838062,195333
3,2,4,0.5517656280611656,-1.1101404722627164,659750,-1.1101404722911632,59625
4185,2093,4,4.94683401712865,-14733.915047006163,7049416,-14733.914566656887,50130084
5,3,4,2.774402866158427,-11.802678704287846,896625,-11.80267870542487,101625
3,2,6,0.617632100439911,-1.6340583904867518,1203750,-1.6340583911019997,106083
13,7,8,2.5291030672343364,-28.447168515830292,3370166,-28.44716835928378,676666
3,2,9,0.4931787247896085,-3.9762083857587482,2661750,-3.9762083860362964,257583
5,3,9,1.2673094917614414,-8.820834053668612,3249500,-8.820834087360549,331791
3,2,6,3.864227642803595,-7.515630658608517,2183708,-7.515631864142636,183333
3,2,10,0.34209970506883114,-1.8179017936320365,3449417,-1.8179017935612605,279042
49,25,5,2.4535451429237782,-95.6449899638873,1188375,-95.64498915270724,940042
15,8,6,2.4716832538891427,-28.23791756287221,1887958,-28.237917856658335,442917
85,43,2,2.208241781312138,-144.14611535464616,426917,-144.14609994422517,706458
3,2,10,5.113640960500622,-12.018101248054897,14859958,-12.01661232923189,605500
3235,1618,5,4.904066020250607,-12985.417772103703,8298083,-12985.417631448334,57870417
3,2,4,1.1520117956725746,-3.1383715883745134,751666,-3.138371628893123,77708
3,2,4,0.9320791522466987,-1.9724905435345257,614041,-1.9724905438660245,58417
7,4,10,4.49239586707808,-18.639898406970183,7747084,-18.639908626331113,930750
275,138,6,3.4848863546858677,-851.9750606975497,2778333,-851.9750484276335,7539667
59,30,10,4.428126881956936,-172.10614420506096,7969625,-172.10613710764477,5142250
1817,909,5,5.2799449595365,-7188.209813426991,4714791,-7188.208882917311,38408000
3,2,3,1.40667434260312,-2.642301848016763,433375,-2.642301851138009,54500
211,106,5,4.609152466243415,-639.9445476368628,1906167,-639.9445399268917,4384459
3,2,10,1.6588338180625097,-5.676400203480302,5022208,-5.676400279492395,426541
31,16,5,4.1236962340715015,-67.77446950076035,1729125,-67.77446887174918,657583
3,2,4,1.7008493910137212,-3.218782508668321,719042,-3.21878252698109,65583
3,2,5,0.4849031969499838,-2.5732399055963113,779750,-2.573239905611429,73417
7,4,5,2.8940078502320903,-10.779073957392503,1278167,-10.77907459037083,180792
227,114,9,4.207750902215804,-721.9685831058425,11509333,-721.9687959014012,13432084
15,8,6,4.062205387753824,-38.44938588822516,2280416,-38.449386751462,571458
11,6,7,2.7102525055188678,-25.467008005265463,2863917,-25.467007885168368,453709
19,10,8,1.6479533668224184,-32.43336621991194,3021083,-32.43336610958815,939958
3,2,5,1.1597740665937808,-2.700233677672199,937500,-2.7002337544541817,85125
17,9,5,3.112090258343222,-31.368041348446432,1301833,-31.368041732866832,398917
5,3,9,1.2127708431327213,-6.026227265437764,3258125,-6.0262276191645014,362584
15,8,6,1.7199687916700557,-23.64885883384147,1714250,-23.648859891626714,362541
3,2,7,0.26228763726609305,-0.3396083568319911,1621667,-0.3396083568778814,145958
13,7,6,3.1786570528550357,-18.917270753937654,2097250,-18.917271338724703,445125
3,2,7,1.2060592066721134,-5.1239272207064275,1916417,-5.12392724383991,169417
95,48,7,3.971953928407188,-277.4804544349862,3732167,-277.4804552418016,3694500
13839,6920,7,5.416748552058442,-68012.7727933215,40721375,-68012.77122950443,427753334
133,67,7,3.708650573309623,-353.86374378542564,3455500,-353.8637404253596,4331959
5,3,3,1.831357744102892,-4.182845252499399,566833,-4.182845342964945,80083
365,183,6,4.104769740547027,-1165.1245437237262,8000000,-1165.1245346857784,9307958
83,42,9,4.852903778740314,-230.85644822186111,7039875,-230.82699772539007,4990250
3,2,5,0.25797335137740757,-3.009366037812403,774541,-3.009366037858755,82834
3,2,9,2.2890662039174026,-7.351750843291368,4107042,-7.35175091535457,385083
3,2,9,0.26495614224417346,-1.6757649822227427,2566625,-1.6757649838781914,256333
7,4,6,3.036799309382917,-15.188634129388651,1968500,-15.188634097058534,271500
3,2,10,2.399926579188292,-7.612076677447201,6130042,-7.612076950183978,501958
31,16,3,3.614902026798606,-61.255749599696806,751375,-61.255750635075884,393333
5,3,4,4.442913660009764,-13.781751081196212,1017250,-13.781755149997585,142541
9,5,5,3.266308846538645,-20.864561659898655,1302791,-20.864561777844692,233000
301,151,5,3.361354581091897,-859.5646455546496,1909292,-859.5646349141327,5787416
9,5,9,2.6228955681656743,-22.66088894835614,4678917,-22.6608888010889,596875
217,109,9,3.231860181951043,-575.9993334506004,5607583,-575.9993227904689,13082542
3,2,8,0.612424145165702,-4.755869777284044,2147667,-4.75586978051247,159084
23,12,10,3.574760236511998,-59.823925546438645,7727708,-59.823928333118246,2060000
13,7,6,2.950491330641524,-26.524974899710358,2005917,-26.52497519229039,477417
123,62,3,5.464104628451915,-319.88801941216866,883542,-319.888015886944,1275875
3,2,9,0.05075899869286221,-1.6173501901593959,2415417,-1.617350190159391,177209
