node_count,leaf_count,types_count,process_length,flow_likelihood,flow_duration,bdmm_likelihood,bdmm_duration,use_intervals,min_num_intervals,integrator,initialMatrixType,rel_tolerance
5,3,3,1.1241864231069236,-7.943436583994311,28095333,-7.9434365808711265,3417000,false,1,DormandPrince54Integrator,RANDOM,4.4668359215096346E-8
15,8,2,2.849304152357181,-19.871314225936604,1586667,-19.87131410749609,1877750,false,1,DormandPrince54Integrator,RANDOM,4.4668359215096346E-8
69,35,3,3.525129336942534,-145.28245770671865,4192791,-145.28245919589384,9874625,false,1,DormandPrince54Integrator,RANDOM,4.4668359215096346E-8
3,2,5,3.2228887171902056,-8.579322575692627,1977334,-8.579322605144746,367000,false,1,DormandPrince54Integrator,RANDOM,4.4668359215096346E-8
3379,1690,3,5.341601474371117,-13472.10414476185,28051542,-13472.104065836433,94123583,false,1,DormandPrince54Integrator,RANDOM,4.4668359215096346E-8
315,158,2,3.329231391804085,-719.4850070932189,1213167,-719.4849869391198,6510125,false,1,DormandPrince54Integrator,RANDOM,4.4668359215096346E-8
69,35,2,2.755709686441649,-96.08735612605027,338500,-96.08735315754603,928125,false,1,DormandPrince54Integrator,RANDOM,4.4668359215096346E-8
3,2,4,1.310961330002946,-2.8117469561192476,607833,-2.811746957716474,385042,false,1,DormandPrince54Integrator,RANDOM,4.4668359215096346E-8
5,3,10,1.4933019855631255,-9.259052204547322,1926750,-9.259052200007611,1437750,false,1,DormandPrince54Integrator,RANDOM,4.4668359215096346E-8
5,3,2,3.6600763074877602,-7.355152884401303,504250,-7.355153381354022,1045708,false,1,DormandPrince54Integrator,RANDOM,4.4668359215096346E-8
3,2,6,2.6213588232723257,-7.2351746066613565,1016291,-7.235174618731854,600208,false,1,DormandPrince54Integrator,RANDOM,4.4668359215096346E-8
15,8,8,3.042213756215814,-34.62839383084568,1364166,-34.628393582290734,1008458,false,1,DormandPrince54Integrator,RANDOM,4.4668359215096346E-8
561,281,10,5.174194481250148,-2126.745748098404,9575125,-2126.7457661164076,71326000,false,1,DormandPrince54Integrator,RANDOM,4.4668359215096346E-8
3,2,10,0.17244962231241062,-1.6034809582076224,871958,-1.6034809582070428,398583,false,1,DormandPrince54Integrator,RANDOM,4.4668359215096346E-8
23,12,5,2.4581628090206804,-38.29022042505075,801833,-38.29022018591425,859917,false,1,DormandPrince54Integrator,RANDOM,4.4668359215096346E-8
5535,2768,6,4.817546221646793,-24046.36772799221,16944209,-24046.367546069927,158974750,false,1,DormandPrince54Integrator,RANDOM,4.4668359215096346E-8
