node_count,leaf_count,types_count,process_length,flow_likelihood,flow_duration,bdmm_likelihood,bdmm_duration,use_intervals,min_num_intervals,integrator,useRandomInitial
21,11,9,4.5600358959824,-60.67274621811757,1573792,-60.67274495824549,1751000,false,8,DormandPrince54Integrator,true
3,2,6,1.6105902332276634,-5.843019345610447,433291,-5.843019344056603,137041,false,8,DormandPrince54Integrator,false
33,17,9,4.552097246568886,-92.76101687769179,2102875,-92.76101731994731,2769167,true,8,DormandPrince54Integrator,true
3,2,10,0.4957133623166602,-5.535542094662933,1137583,-5.5355419350099435,298792,true,8,DormandPrince54Integrator,true
3,2,10,0.7092059968127022,-1.472271950620148,1089208,-1.472271954709816,294084,true,8,DormandPrince54Integrator,true
17,9,9,3.3030768545524936,-40.78783342021026,1800334,-40.787833152593095,1455791,true,8,DormandPrince54Integrator,true
7,4,3,1.360711841742725,-3.8810808893935205,208000,-3.8810810159147526,104166,false,8,DormandPrince54Integrator,true
3,2,8,0.3081080748632723,-2.717254287801598,1741292,-2.7172542877699257,179750,true,8,DormandPrince54Integrator,false
55,28,3,3.223936330704297,-111.4300183840346,380750,-111.43000942425198,714792,true,8,DormandPrince54Integrator,true
2457,1229,2,4.072427227148817,-8709.655941176614,4565500,-8709.65538201514,21640583,true,8,DormandPrince54Integrator,false
97,49,8,4.393312277526631,-296.9490188265663,2015333,-296.94902264488593,5091667,false,8,DormandPrince54Integrator,false
17,9,4,2.603840538164917,-29.220724583946424,353583,-29.22072456188663,321833,false,8,DormandPrince54Integrator,false
119,60,7,4.030873695831416,-333.97041249029945,1169708,-333.97041252199165,4786250,false,8,DormandPrince54Integrator,true
3,2,2,2.991789927571139,-6.306500488600012,338750,-6.306500493525173,67667,true,8,DormandPrince54Integrator,false
3,2,5,1.3079657660298043,-4.942972309631681,365375,-4.942972302499747,126250,true,8,DormandPrince54Integrator,true
379,190,6,4.4833617913778285,-1178.6749568345663,2140917,-1178.674957192892,15414542,true,8,DormandPrince54Integrator,true
189,95,7,4.791327144733692,-635.7693931344076,5700250,-635.769394749638,13666875,true,8,DormandPrince54Integrator,true
11,6,5,1.857273254923706,-18.88288205066383,333125,-18.88288212555586,224792,false,8,DormandPrince54Integrator,true
13,7,7,3.9488473499530357,-31.149906484577652,741708,-31.149906158266532,1594000,false,8,DormandPrince54Integrator,true
51,26,3,3.2978742555647553,-98.51178598680161,396167,-98.51178433516095,562125,true,8,DormandPrince54Integrator,true
3,2,2,1.373803917782874,-2.8006523214661123,121084,-2.8006523294688996,54500,false,8,DormandPrince54Integrator,true
1501,751,8,5.297059560803409,-5688.823331525871,9099583,-5688.823229529718,65413667,true,8,DormandPrince54Integrator,true
571,286,6,5.406713796807751,-2096.03211818119,2194625,-2096.0320836290302,16955209,false,8,DormandPrince54Integrator,true
3,2,2,2.002793797169984,-5.795760940001911,308875,-5.79576095989411,57083,true,8,DormandPrince54Integrator,false
235,118,8,4.54087167240023,-700.4007710570625,4653916,-700.4007662692527,11296416,true,8,DormandPrince54Integrator,false
5,3,2,1.3365242786300575,-5.104825764249277,170000,-5.104825855137358,85584,true,8,DormandPrince54Integrator,true
15,8,8,3.5248245954081705,-34.89611944142826,1146709,-34.896120705994555,1147375,false,8,DormandPrince54Integrator,true
5,3,6,1.4262568326954592,-8.55567649942275,526916,-8.555676549002005,252541,true,8,DormandPrince54Integrator,true
3,2,6,0.6422608890789144,-9.155760825520751,490583,-9.15581486372059,121708,true,8,DormandPrince54Integrator,true
5,3,6,1.144855198221208,-4.108527784210701,561750,-4.10852779336795,152375,true,8,DormandPrince54Integrator,true
7,4,3,3.3051873431816237,-10.249372914651445,683292,-10.249372892856613,162875,true,8,DormandPrince54Integrator,false
5,3,8,1.498384914270968,-8.223831358726535,788750,-8.223831382626903,307583,false,8,DormandPrince54Integrator,false
29,15,7,4.13860848202405,-69.54138015806006,2935875,-69.54137934761322,1108542,true,8,DormandPrince54Integrator,false
41,21,2,4.704455316118817,-73.27375502538118,245708,-73.273753635699,353333,false,8,DormandPrince54Integrator,true
117,59,9,3.512058164395067,-344.4868821164801,5294333,-344.48688177833264,7740916,true,8,DormandPrince54Integrator,false
3,2,7,0.8491002079163098,-7.28964229028278,590041,-7.289642291800185,177500,false,8,DormandPrince54Integrator,false
9,5,7,3.3284332390928153,-23.173210792112727,2517625,-23.173210652868924,457250,true,8,DormandPrince54Integrator,false
33,17,8,2.2106302409671668,-76.6795429416177,2993083,-76.67954287099928,1776209,true,8,DormandPrince54Integrator,false
3,2,2,5.470141969680908,-12.24896057035429,330916,-12.24896070114977,97667,false,8,DormandPrince54Integrator,true
17,9,2,4.292692465553903,-23.92635995541121,314667,-23.92635984974894,177750,true,8,DormandPrince54Integrator,true
3,2,5,2.938558656867266,-9.64096987673947,481750,-9.640969902402771,133458,true,8,DormandPrince54Integrator,true
5,3,4,3.276263179723618,-6.965567423304833,322416,-6.965567505124973,121416,true,8,DormandPrince54Integrator,true
3,2,8,1.6918962263739985,-6.157617688701789,878875,-6.157617708057856,280167,false,8,DormandPrince54Integrator,false
3,2,5,1.1573642897563636,-4.355519377285425,261584,-4.355519400642917,113916,false,8,DormandPrince54Integrator,true
35,18,9,2.249056246550967,-73.5480296975166,1612333,-73.54802997971015,2332291,true,8,DormandPrince54Integrator,true
3,2,10,0.2067307839489011,-0.16285417606537722,988084,-0.16285417607113195,356958,false,8,DormandPrince54Integrator,false
5,3,3,2.3172093580698716,-7.401542996171175,231083,-7.401542950365619,117083,false,8,DormandPrince54Integrator,false
85,43,4,4.781729099479946,-220.3952513109878,1127417,-220.39524989863685,1368167,true,8,DormandPrince54Integrator,false
3,2,4,3.838479247544791,-10.01966652241805,508750,-10.019666247180881,168250,true,8,DormandPrince54Integrator,true
65,33,10,5.344580834618793,-208.9793359651608,3437208,-208.97933591268156,7082291,true,8,DormandPrince54Integrator,true
15,8,10,2.1146657003645495,-28.3245825310667,1650792,-28.324582752199973,1287791,true,8,DormandPrince54Integrator,true
175,88,9,4.379174897175699,-599.6161884559291,2137375,-599.6161903500154,11864917,false,8,DormandPrince54Integrator,true
61,31,2,2.890215742650677,-80.29671672585388,248375,-80.29671474236662,5880000,true,8,DormandPrince54Integrator,true
83,42,10,5.13181518052392,-243.87709543492554,3260625,-243.8770947291867,7429459,true,8,DormandPrince54Integrator,true
11,6,8,2.87955795032907,-26.41781053047655,2747084,-26.41781050705447,632750,true,8,DormandPrince54Integrator,false
11,6,7,1.4759866355407234,-16.383958003102624,663583,-16.383897777533466,459083,true,8,DormandPrince54Integrator,true
141,71,6,4.869782590340287,-428.84420785300165,2411084,-428.84420652760537,4179500,true,8,DormandPrince54Integrator,false
3,2,2,0.08186835830919892,1.891101162681715,108375,1.8911011626816994,48916,true,8,DormandPrince54Integrator,true
9,5,4,4.568043077297094,-17.23249483712534,397958,-17.23249483581947,198166,false,8,DormandPrince54Integrator,false
5,3,3,1.4901478447306857,-2.654580816478292,425916,-2.6545808288818584,83375,true,8,DormandPrince54Integrator,false
7,4,10,1.7473338307316197,-15.684687149815476,1218791,-15.684687130895512,591834,true,8,DormandPrince54Integrator,true
3,2,2,0.18737739886304067,-1.8807114809367715,88208,-1.880711480936629,40583,false,8,DormandPrince54Integrator,true
3,2,3,1.6842211487646428,-4.144363116083163,180458,-4.144363132396281,58416,true,8,DormandPrince54Integrator,true
7,4,8,2.6593448278247616,-14.41283662999361,1033708,-14.412836555953916,494625,true,8,DormandPrince54Integrator,true
203,102,3,2.5959655206193717,-398.88068743245515,850125,-398.8806742479131,2077042,true,8,DormandPrince54Integrator,false
31,16,5,3.3350927393471492,-56.15541938743825,523500,-56.15541654659588,667625,false,8,DormandPrince54Integrator,false
3,2,10,2.669883229942659,-7.5163631378161915,1471583,-7.516363109201586,443333,false,8,DormandPrince54Integrator,false
13,7,2,2.0231153170483496,-12.620918836357916,353583,-12.620919012282624,210667,true,8,DormandPrince54Integrator,false
11,6,5,1.8622115367185677,-19.38120468361036,268583,-19.381205888048658,242709,false,8,DormandPrince54Integrator,true
3,2,5,1.0293596591975647,-3.5968311657086,286458,-3.596831177634654,109875,false,8,DormandPrince54Integrator,false
15,8,5,4.158267223887136,-33.7346633415522,519375,-33.73466480419162,415834,false,8,DormandPrince54Integrator,false
3,2,3,4.695609953323661,-8.753637347097467,645458,-8.753637230788362,94333,true,8,DormandPrince54Integrator,false
3,2,8,0.23693227940066136,-3.7796347234877716,596166,-3.7796347235108705,159625,false,8,DormandPrince54Integrator,false
5,3,6,1.3060486554574942,-4.822029437946843,331917,-4.822029463730281,171958,false,8,DormandPrince54Integrator,true
35,18,4,3.440633431656026,-80.58968815194422,880541,-80.58968753388731,583917,true,8,DormandPrince54Integrator,false
331,166,7,4.750929531083625,-1096.4645545267879,2535208,-1096.4645384662144,12371875,true,8,DormandPrince54Integrator,true
697,349,4,5.476393249962998,-2067.6263971912276,1578417,-2067.6263801698024,9304209,false,8,DormandPrince54Integrator,false
7,4,5,1.6212240129745186,-9.439153985168911,360083,-9.4391539661365,167875,true,8,DormandPrince54Integrator,true
3,2,9,2.0824763210491453,-5.549261124258264,1093750,-5.549261162871867,341541,false,8,DormandPrince54Integrator,false
3,2,6,5.055011340846856,-12.283837613039632,676959,-12.283838418347523,232125,false,8,DormandPrince54Integrator,true
227,114,8,4.8728272645198185,-751.3039217736618,4363000,-751.3039196770525,10540917,true,8,DormandPrince54Integrator,false
3,2,9,2.504136731616264,-6.229514615703527,1233917,-6.2295145528205556,411042,true,8,DormandPrince54Integrator,true
5,3,7,2.037893132619394,-9.583678812276332,403000,-9.583678715821987,246208,false,8,DormandPrince54Integrator,true
155,78,8,3.4874549813691895,-438.8349055763506,2086250,-438.8349041282952,7321459,true,8,DormandPrince54Integrator,true
129,65,7,2.911843451038829,-353.36259799422083,1165250,-353.3625936498768,4824625,false,8,DormandPrince54Integrator,false
3,2,6,0.08045878363638442,1.227035168652665,1056334,1.2270351686526524,116416,true,8,DormandPrince54Integrator,false
3,2,10,2.244183380239023,-8.87041933665685,3854125,-8.870419339735442,424875,true,8,DormandPrince54Integrator,false
5,3,2,2.4367602401190367,-8.148675353862165,156750,-8.148675282596894,80292,true,8,DormandPrince54Integrator,true
3,2,4,3.8644247588629246,-6.484901197762177,331958,-6.484901200320564,104333,false,8,DormandPrince54Integrator,false
27,14,8,4.012065823262466,-66.41839271213803,1430625,-66.41840068147556,1438916,true,8,DormandPrince54Integrator,true
219,110,8,5.493448260731893,-700.8749460857109,4637166,-700.8749395572027,10710084,true,8,DormandPrince54Integrator,false
3,2,3,0.37782283388484506,-1.4064260178337085,157750,-1.4064260178342582,77625,false,8,DormandPrince54Integrator,true
9,5,2,1.2227916439353128,-3.5694458339584285,163209,-3.5694458535706635,84584,true,8,DormandPrince54Integrator,true
9,5,4,2.137703259105431,-9.492604517304962,665667,-9.492604563615929,151083,true,8,DormandPrince54Integrator,false
3,2,2,3.4956417501751043,-6.057024076746888,175250,-6.0570240576892544,64875,false,8,DormandPrince54Integrator,false
7,4,8,1.3617156259270962,-11.748946103489025,2139125,-11.748946125018385,393334,true,8,DormandPrince54Integrator,false
3,2,9,1.687175319128938,-6.782884651761043,934500,-6.782884644614473,319125,true,8,DormandPrince54Integrator,true
3,2,10,0.16905571903998662,-7.4770359753672935,2692959,-7.477035975375437,253292,true,8,DormandPrince54Integrator,false
45,23,7,2.5858822801655634,-86.86884739281274,938625,-86.8688468870069,1591833,true,8,DormandPrince54Integrator,true
3,2,2,2.3127343208833238,-4.509115545966242,122750,-4.509115644707002,55292,false,8,DormandPrince54Integrator,false
3,2,5,0.5967522388842665,-3.052881300986638,253375,-3.0528813009053883,89584,false,8,DormandPrince54Integrator,true
711,356,10,4.747529898553431,-2749.47580692642,10617958,-2749.4757908505326,65246500,true,8,DormandPrince54Integrator,false
3,2,3,4.860652288821392,-13.27817443916967,673916,-13.278174344000753,99833,true,8,DormandPrince54Integrator,false
3,2,7,2.106445977110991,-4.300203324697575,624792,-4.300203402180701,211666,false,8,DormandPrince54Integrator,false
29,15,6,3.4377241190705514,-55.35608789518548,749542,-55.35608731843088,856625,false,8,DormandPrince54Integrator,false
3,2,2,4.326244592118619,-7.879508981285397,192500,-7.879508925584473,69500,false,8,DormandPrince54Integrator,false
5,3,4,0.7317910395613934,-3.4605649412865334,581584,-3.4605649474089097,94333,true,8,DormandPrince54Integrator,false
3,2,3,2.327134404341042,-3.7446798050560686,179666,-3.744679570073345,83916,true,8,DormandPrince54Integrator,true
3,2,2,0.11242058501212204,-0.7014548991510381,290084,-0.7014548991510456,48958,true,8,DormandPrince54Integrator,false
27,14,10,5.122669334802856,-67.73477612509417,1818542,-67.73477806025802,2513167,false,8,DormandPrince54Integrator,true
3525,1763,6,5.259375589370831,-14769.454525661145,10093625,-14769.454442532071,88551916,true,8,DormandPrince54Integrator,true
3,2,3,1.8679447452420956,-4.544050898141447,180375,-4.544050890714135,76542,false,8,DormandPrince54Integrator,true
3,2,6,0.6732076741520978,-4.377043098404149,1145250,-4.37704309753544,193083,true,8,DormandPrince54Integrator,true
7,4,8,1.4307899641512984,-8.420380484263083,2323000,-8.420380546085063,385792,true,8,DormandPrince54Integrator,false
3,2,10,0.7301371862399063,-5.103479205471796,3135750,-5.1034791818355565,367917,true,8,DormandPrince54Integrator,false
57,29,9,4.240565949678087,-158.39598980167472,10682166,-158.39598940455664,4427584,true,8,DormandPrince54Integrator,false
39,20,7,3.7604874455904325,-92.31876079450947,2922292,-92.31875905247392,1632000,true,8,DormandPrince54Integrator,false
137,69,3,4.625229314653964,-348.36289529427074,521000,-348.36288894912184,1531417,false,8,DormandPrince54Integrator,false
19,10,10,5.167830365583212,-54.9089103051387,1951250,-54.908908793384015,2006417,false,8,DormandPrince54Integrator,true
3,2,9,4.533408650579101,-9.91868636265018,1727084,-9.918686316705307,408417,false,8,DormandPrince54Integrator,false
3,2,7,0.004034899861149188,1.0333184312818835,1499958,1.0333184312818284,128583,true,8,DormandPrince54Integrator,false
3,2,5,2.684004000142177,-8.312375552336361,1141542,-8.312375553047792,124417,true,8,DormandPrince54Integrator,false
145,73,9,5.481662971577826,-449.54073212338824,3228958,-449.5407392496372,8729417,true,8,DormandPrince54Integrator,true
21,11,7,3.0259252342210896,-41.98753606268112,2253250,-41.987535976906365,820833,true,8,DormandPrince54Integrator,false
27,14,3,2.536565252874553,-45.2480098856372,200458,-45.248010243595004,308250,false,8,DormandPrince54Integrator,false
15,8,7,2.281997731970695,-27.923874131784313,1956167,-27.923874053369225,619000,true,8,DormandPrince54Integrator,false
3,2,4,0.991877382804885,-3.9093115579684885,166083,-3.9093115748182705,61958,false,8,DormandPrince54Integrator,true
289,145,3,3.2852611796550004,-819.7980358331251,591459,-819.7980118368862,2968791,false,8,DormandPrince54Integrator,true
1429,715,5,5.0112489309477555,-4991.64344290756,5920500,-4991.6433387322195,27979417,false,8,DormandPrince54Integrator,true
9,5,5,1.4150672456997837,-12.279483598258059,377125,-12.279483422850051,224333,true,8,DormandPrince54Integrator,true
123,62,3,1.9739337035189939,-211.43873602283642,367708,-211.43873373933917,1448708,false,8,DormandPrince54Integrator,false
7,4,7,1.2856824203617632,-6.19443784389879,435000,-6.194437897017103,360875,false,8,DormandPrince54Integrator,true
19,10,9,4.499960365228574,-48.79784023927952,1891292,-48.797840237841356,1565583,false,8,DormandPrince54Integrator,false
5,3,6,2.5421118745116225,-8.312512378362824,560584,-8.312512398368138,205083,false,8,DormandPrince54Integrator,false
49,25,3,3.4902293901209096,-87.3987958089242,257625,-87.398797885199,527250,false,8,DormandPrince54Integrator,true
5,3,4,2.0325916272999374,-4.841762863690334,268417,-4.841762919497456,109375,true,8,DormandPrince54Integrator,true
3,2,10,1.5708449034281908,-4.4620694323467,1215208,-4.462069438500052,429459,false,8,DormandPrince54Integrator,false
3,2,9,2.1902425570170956,-6.14599184634964,3530042,-6.145991810044405,412583,true,8,DormandPrince54Integrator,false
33,17,7,2.9214097376426995,-76.7638120786143,795000,-76.76381408783934,1368416,false,8,DormandPrince54Integrator,true
3,2,4,2.2337264874132874,-3.594264201657199,273542,-3.594264429614848,92667,false,8,DormandPrince54Integrator,false
23,12,6,3.5619751166509617,-57.583355184257066,513125,-57.58335397349135,754084,false,8,DormandPrince54Integrator,true
19,10,10,4.536238048799543,-50.57102070387251,2749083,-50.57101983298963,1766875,true,8,DormandPrince54Integrator,true
69,35,9,3.8828284000682527,-178.55976999328465,1490084,-178.55976846158342,4574708,false,8,DormandPrince54Integrator,true
117,59,6,5.1841408374377655,-345.29294224170036,895333,-345.2929436505178,3542208,false,8,DormandPrince54Integrator,true
3,2,6,1.345954368686378,-3.006455530052985,436917,-3.00645562322037,140625,false,8,DormandPrince54Integrator,false
3,2,9,0.1457852087825634,-1.9037949784888815,775416,-1.9037949784887487,187375,false,8,DormandPrince54Integrator,false
5,3,9,3.9313787715747623,-16.097504577625877,4386500,-16.097504511664333,531125,true,8,DormandPrince54Integrator,false
5,3,10,1.398703245124815,-8.59575311530822,786250,-8.595753397652668,449583,false,8,DormandPrince54Integrator,true
55,28,9,4.194059259211206,-154.2431551730129,2306000,-154.24305790599658,3888458,true,8,DormandPrince54Integrator,true
3,2,4,0.7529829837642857,-3.996364294142053,551834,-3.9963642948160643,54709,true,8,DormandPrince54Integrator,false
323,162,10,4.691782152333497,-1090.3540638988138,7542750,-1090.3540568335661,26821958,true,8,DormandPrince54Integrator,false
3,2,10,1.824728914141671,-10.256048168468459,1184417,-10.2560481622459,370292,false,8,DormandPrince54Integrator,false
3,2,4,0.02289140052053157,0.5941556551801225,206000,0.5941556551801394,56292,false,8,DormandPrince54Integrator,false
9,5,8,4.011050954821065,-22.49848501503225,1434167,-22.498485099927088,655916,true,8,DormandPrince54Integrator,true
11,6,10,1.2942537630389819,-21.591821377067234,1091750,-21.591821133011305,882083,true,8,DormandPrince54Integrator,true
5,3,4,1.1141758136383049,-6.388833274711296,166291,-6.388833274007357,78542,false,8,DormandPrince54Integrator,true
3,2,5,0.4558466044529297,-2.510588895719605,279542,-2.51058889577885,84750,false,8,DormandPrince54Integrator,false
29,15,5,5.3293393080355305,-63.22306098483613,582750,-63.223062627189115,672666,false,8,DormandPrince54Integrator,false
17,9,2,2.981672254396532,-30.754362521440836,121791,-30.75436336324037,169291,false,8,DormandPrince54Integrator,true
3,2,2,0.6777592039639546,-2.2160847548386595,262708,-2.216084754849507,34125,true,8,DormandPrince54Integrator,false
3,2,8,0.11332890870143791,-1.8228311400627535,1708125,-1.8228311400629456,170042,true,8,DormandPrince54Integrator,false
181,91,2,3.567697570786109,-420.37928496947444,357292,-420.37926341232367,1497500,false,8,DormandPrince54Integrator,true
113,57,3,4.545636203832655,-286.2833844590317,393084,-286.28337568797326,1136916,false,8,DormandPrince54Integrator,true
29,15,2,3.824004509074687,-61.795776260013824,365084,-61.795776294328775,241834,true,8,DormandPrince54Integrator,false
493,247,7,4.940282884557615,-1609.4852383416444,2351541,-1609.4852319898723,16647375,false,8,DormandPrince54Integrator,false
35,18,7,4.452368341464369,-95.900883588043,1178208,-95.90088302755483,1324000,true,8,DormandPrince54Integrator,true
19,10,2,2.5310044612151223,-14.28520128465918,155750,-14.285200903597737,169208,false,8,DormandPrince54Integrator,false
3,2,4,0.8665722017879405,-2.216215987954143,167667,-2.2162159909646877,65625,false,8,DormandPrince54Integrator,true
11,6,3,3.556242522485828,-16.90006539347015,227583,-16.9000652062671,132834,true,8,DormandPrince54Integrator,true
1379,690,2,5.402044997345346,-4087.371371527256,1712750,-4087.3712917389535,9767084,false,8,DormandPrince54Integrator,true
9,5,8,4.342551648038264,-18.555641598215647,933958,-18.55564153416343,631583,false,8,DormandPrince54Integrator,true
345,173,10,3.3802599769090165,-1141.0330653931405,2933875,-1141.0330441644082,29403083,false,8,DormandPrince54Integrator,true
3,2,2,0.6315962062367024,-1.0120987748503407,155792,-1.0120987974392541,42709,false,8,DormandPrince54Integrator,false
5,3,9,3.353829847276735,-10.883821457224744,1399875,-10.883821451247865,571209,false,8,DormandPrince54Integrator,false
17,9,7,2.2133984010626144,-21.213626074914316,647583,-21.213626054619542,632375,false,8,DormandPrince54Integrator,false
9,5,10,3.1628369901793336,-23.320850219375806,1614708,-23.320849667684797,1058334,false,8,DormandPrince54Integrator,false
3,2,3,1.8083063479721015,-3.0663291191313946,155250,-3.066329144726049,61375,false,8,DormandPrince54Integrator,false
31,16,7,3.4382504860219245,-78.22952575259224,1002667,-78.22952608313165,1283625,true,8,DormandPrince54Integrator,true
5,3,5,5.372913860147068,-12.11061224535156,498458,-12.110611911675747,197083,false,8,DormandPrince54Integrator,true
3,2,6,2.5416026188405727,-6.977465401234863,558000,-6.977465389954703,149875,false,8,DormandPrince54Integrator,false
27,14,4,5.053463123337344,-67.45384609795806,313791,-67.45384514330081,481625,false,8,DormandPrince54Integrator,true
5,3,4,1.1556397445263522,-7.614028821462117,237458,-7.614028833003386,85792,true,8,DormandPrince54Integrator,true
53,27,9,4.288477467352946,-137.71575588695862,4496208,-137.7157553700622,3469542,true,8,DormandPrince54Integrator,false
13,7,5,1.8123652005336104,-16.11971587692901,994875,-16.119715800867084,228500,true,8,DormandPrince54Integrator,false
115,58,4,2.4283422335276197,-212.15956716326895,382792,-212.15955684861527,1427083,false,8,DormandPrince54Integrator,true
